country_iso3,country_name,indicator_id,value,year,unit,source_id,status,coverage_notes
LUX,Luxembourg,DEC_AGY_004,0.897,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
LUX,Luxembourg,DEC_AGY_005,0.884,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
LUX,Luxembourg,ENAB_001,80.42,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
LUX,Luxembourg,ENAB_002,0.787,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
LUX,Luxembourg,ENAB_003,93.7,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
LUX,Luxembourg,ENAB_004,0.85,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
LUX,Luxembourg,ENAB_005,82.6,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
LUX,Luxembourg,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
LUX,Luxembourg,ATT_WELL_001,7.4,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
LUX,Luxembourg,ATT_WELL_002,17.0,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
MLT,Malta,AI_LIT_001,,2022,points,PIAAC_OECD,Missing,Did not participate in OECD PIAAC Problem Solving (PSTRE) module
MLT,Malta,AI_LIT_002,516.5,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
MLT,Malta,AI_LIT_004,33.2,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
MLT,Malta,AI_LIT_005,81.5,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
MLT,Malta,META_COG_001,506.7,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
MLT,Malta,META_COG_002,71.5,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
MLT,Malta,META_COG_003,,2023,points,REUTERS_2023,Missing,Unsurveyed in Reuters Institute Digital News Report sample
MLT,Malta,DEC_AGY_001,3.93,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
MLT,Malta,DEC_AGY_002,0.735,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
MLT,Malta,DEC_AGY_003,86.3,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
MLT,Malta,DEC_AGY_004,0.745,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
MLT,Malta,DEC_AGY_005,,2023,index,STANFORD_AI_Index,Missing,No standalone national legislative tracker in Stanford HAI Index
MLT,Malta,ENAB_001,75.54,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
MLT,Malta,ENAB_002,0.74,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
MLT,Malta,ENAB_003,91.0,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
MLT,Malta,ENAB_004,0.83,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
MLT,Malta,ENAB_005,80.1,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
MLT,Malta,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
MLT,Malta,ATT_WELL_001,7.2,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
MLT,Malta,ATT_WELL_002,18.7,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
NLD,Netherlands,AI_LIT_001,310.1,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
NLD,Netherlands,AI_LIT_002,531.3,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
NLD,Netherlands,AI_LIT_004,37.0,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
NLD,Netherlands,AI_LIT_005,86.2,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
NLD,Netherlands,META_COG_001,509.1,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
NLD,Netherlands,META_COG_002,78.2,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
NLD,Netherlands,META_COG_003,63.2,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
NLD,Netherlands,DEC_AGY_001,4.35,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
NLD,Netherlands,DEC_AGY_002,0.888,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
NLD,Netherlands,DEC_AGY_003,94.2,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
NLD,Netherlands,DEC_AGY_004,0.879,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
NLD,Netherlands,DEC_AGY_005,0.863,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
NLD,Netherlands,ENAB_001,81.75,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
NLD,Netherlands,ENAB_002,0.799,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
NLD,Netherlands,ENAB_003,93.2,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
NLD,Netherlands,ENAB_004,0.86,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
NLD,Netherlands,ENAB_005,84.3,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
NLD,Netherlands,CAL_TRUST_001,61.3,2023,index,KPMG_AI_Trust,Observed,KPMG Trust in AI survey
NLD,Netherlands,ATT_WELL_001,6.2,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
NLD,Netherlands,ATT_WELL_002,21.2,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
NZL,New Zealand,AI_LIT_001,301.4,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
NZL,New Zealand,AI_LIT_002,524.6,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
NZL,New Zealand,AI_LIT_004,34.6,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
NZL,New Zealand,AI_LIT_005,84.8,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
NZL,New Zealand,META_COG_001,506.5,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
NZL,New Zealand,META_COG_002,,2023,index,EMLI_CouncilEurope,Missing,Non-European economy: not surveyed in Council of Europe / OSIS EMLI index
NZL,New Zealand,META_COG_003,63.3,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
NZL,New Zealand,DEC_AGY_001,4.5,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
NZL,New Zealand,DEC_AGY_002,0.865,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
NZL,New Zealand,DEC_AGY_003,91.6,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
NZL,New Zealand,DEC_AGY_004,0.864,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
NZL,New Zealand,DEC_AGY_005,0.881,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
NZL,New Zealand,ENAB_001,76.96,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
NZL,New Zealand,ENAB_002,0.787,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
NZL,New Zealand,ENAB_003,90.7,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
NZL,New Zealand,ENAB_004,0.848,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
NZL,New Zealand,ENAB_005,81.3,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
NZL,New Zealand,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
NZL,New Zealand,ATT_WELL_001,6.4,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
NZL,New Zealand,ATT_WELL_002,14.9,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
MKD,North Macedonia,AI_LIT_001,,2022,points,PIAAC_OECD,Missing,Did not participate in OECD PIAAC Problem Solving (PSTRE) module
MKD,North Macedonia,AI_LIT_002,497.1,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
MKD,North Macedonia,AI_LIT_004,31.0,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
MKD,North Macedonia,AI_LIT_005,74.0,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
MKD,North Macedonia,META_COG_001,481.0,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
MKD,North Macedonia,META_COG_002,69.3,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
MKD,North Macedonia,META_COG_003,52.7,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
MKD,North Macedonia,DEC_AGY_001,3.63,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
MKD,North Macedonia,DEC_AGY_002,0.684,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
MKD,North Macedonia,DEC_AGY_003,79.2,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
MKD,North Macedonia,DEC_AGY_004,0.711,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
MKD,North Macedonia,DEC_AGY_005,,2023,index,STANFORD_AI_Index,Missing,No standalone national legislative tracker in Stanford HAI Index
MKD,North Macedonia,ENAB_001,71.97,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
MKD,North Macedonia,ENAB_002,0.7,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
MKD,North Macedonia,ENAB_003,87.5,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
MKD,North Macedonia,ENAB_004,0.744,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
MKD,North Macedonia,ENAB_005,74.5,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
MKD,North Macedonia,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
MKD,North Macedonia,ATT_WELL_001,7.9,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
MKD,North Macedonia,ATT_WELL_002,21.7,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
NOR,Norway,AI_LIT_001,306.8,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
NOR,Norway,AI_LIT_002,530.7,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
NOR,Norway,AI_LIT_004,35.2,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
NOR,Norway,AI_LIT_005,86.5,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
NOR,Norway,META_COG_001,517.9,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
NOR,Norway,META_COG_002,76.7,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
NOR,Norway,META_COG_003,66.9,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
NOR,Norway,DEC_AGY_001,4.54,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
NOR,Norway,DEC_AGY_002,0.873,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
NOR,Norway,DEC_AGY_003,94.6,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
NOR,Norway,DEC_AGY_004,0.901,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
NOR,Norway,DEC_AGY_005,0.876,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
NOR,Norway,ENAB_001,82.83,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
NOR,Norway,ENAB_002,0.841,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
NOR,Norway,ENAB_003,95.1,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
NOR,Norway,ENAB_004,0.865,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
NOR,Norway,ENAB_005,86.6,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
NOR,Norway,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
NOR,Norway,ATT_WELL_001,6.7,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
NOR,Norway,ATT_WELL_002,17.7,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
POL,Poland,AI_LIT_001,294.6,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
POL,Poland,AI_LIT_002,525.6,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
POL,Poland,AI_LIT_004,32.1,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
POL,Poland,AI_LIT_005,80.1,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
POL,Poland,META_COG_001,497.4,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
POL,Poland,META_COG_002,70.0,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
POL,Poland,META_COG_003,62.9,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
POL,Poland,DEC_AGY_001,4.05,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
POL,Poland,DEC_AGY_002,0.762,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
POL,Poland,DEC_AGY_003,84.2,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
POL,Poland,DEC_AGY_004,0.769,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
POL,Poland,DEC_AGY_005,0.76,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
POL,Poland,ENAB_001,77.0,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
POL,Poland,ENAB_002,0.743,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
POL,Poland,ENAB_003,88.9,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
POL,Poland,ENAB_004,0.824,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
POL,Poland,ENAB_005,81.6,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
POL,Poland,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
POL,Poland,ATT_WELL_001,8.1,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
POL,Poland,ATT_WELL_002,20.3,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
PRT,Portugal,AI_LIT_001,292.2,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
PRT,Portugal,AI_LIT_002,515.4,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
PRT,Portugal,AI_LIT_004,33.7,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
PRT,Portugal,AI_LIT_005,80.2,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
PRT,Portugal,META_COG_001,497.6,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
PRT,Portugal,META_COG_002,69.6,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
PRT,Portugal,META_COG_003,62.3,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
PRT,Portugal,DEC_AGY_001,4.2,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
PRT,Portugal,DEC_AGY_002,0.822,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
PRT,Portugal,DEC_AGY_003,88.0,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
PRT,Portugal,DEC_AGY_004,0.795,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
PRT,Portugal,DEC_AGY_005,0.77,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
PRT,Portugal,ENAB_001,76.23,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
PRT,Portugal,ENAB_002,0.766,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
PRT,Portugal,ENAB_003,90.4,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
PRT,Portugal,ENAB_004,0.806,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
PRT,Portugal,ENAB_005,81.5,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
PRT,Portugal,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
PRT,Portugal,ATT_WELL_001,7.2,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
PRT,Portugal,ATT_WELL_002,16.0,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
ROU,Romania,AI_LIT_001,,2022,points,PIAAC_OECD,Missing,Did not participate in OECD PIAAC Problem Solving (PSTRE) module
ROU,Romania,AI_LIT_002,502.9,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
ROU,Romania,AI_LIT_004,30.1,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
ROU,Romania,AI_LIT_005,77.4,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
ROU,Romania,META_COG_001,486.1,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
ROU,Romania,META_COG_002,63.7,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
ROU,Romania,META_COG_003,52.2,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
ROU,Romania,DEC_AGY_001,3.79,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
ROU,Romania,DEC_AGY_002,0.772,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
ROU,Romania,DEC_AGY_003,82.0,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
ROU,Romania,DEC_AGY_004,0.718,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
ROU,Romania,DEC_AGY_005,0.764,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
ROU,Romania,ENAB_001,73.07,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
ROU,Romania,ENAB_002,0.725,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
ROU,Romania,ENAB_003,86.6,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
ROU,Romania,ENAB_004,0.786,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
ROU,Romania,ENAB_005,75.5,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
ROU,Romania,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
ROU,Romania,ATT_WELL_001,6.8,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
ROU,Romania,ATT_WELL_002,19.9,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
SGP,Singapore,AI_LIT_001,308.2,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
SGP,Singapore,AI_LIT_002,539.1,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
SGP,Singapore,AI_LIT_004,36.3,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
SGP,Singapore,AI_LIT_005,90.8,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
SGP,Singapore,META_COG_001,510.8,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
SGP,Singapore,META_COG_002,,2023,index,EMLI_CouncilEurope,Missing,Non-European economy: not surveyed in Council of Europe / OSIS EMLI index
SGP,Singapore,META_COG_003,67.3,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
SGP,Singapore,DEC_AGY_001,4.3,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
SGP,Singapore,DEC_AGY_002,0.815,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
SGP,Singapore,DEC_AGY_003,89.0,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
SGP,Singapore,DEC_AGY_004,0.864,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
SGP,Singapore,DEC_AGY_005,0.839,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
SGP,Singapore,ENAB_001,82.25,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
SGP,Singapore,ENAB_002,0.802,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
SGP,Singapore,ENAB_003,94.9,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
SGP,Singapore,ENAB_004,0.906,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
SGP,Singapore,ENAB_005,85.9,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
SGP,Singapore,CAL_TRUST_001,59.1,2023,index,KPMG_AI_Trust,Observed,KPMG Trust in AI survey
SGP,Singapore,ATT_WELL_001,6.2,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
SGP,Singapore,ATT_WELL_002,18.0,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
SVK,Slovakia,AI_LIT_001,285.8,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
SVK,Slovakia,AI_LIT_002,518.1,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
SVK,Slovakia,AI_LIT_004,31.9,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
SVK,Slovakia,AI_LIT_005,81.7,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
SVK,Slovakia,META_COG_001,484.1,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
SVK,Slovakia,META_COG_002,66.6,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
SVK,Slovakia,META_COG_003,60.5,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
SVK,Slovakia,DEC_AGY_001,3.88,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
SVK,Slovakia,DEC_AGY_002,0.75,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
SVK,Slovakia,DEC_AGY_003,85.0,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
SVK,Slovakia,DEC_AGY_004,0.758,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
SVK,Slovakia,DEC_AGY_005,0.727,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
SVK,Slovakia,ENAB_001,75.18,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
SVK,Slovakia,ENAB_002,0.733,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
SVK,Slovakia,ENAB_003,88.9,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
SVK,Slovakia,ENAB_004,0.803,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
SVK,Slovakia,ENAB_005,79.2,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
SVK,Slovakia,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
SVK,Slovakia,ATT_WELL_001,5.8,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
SVK,Slovakia,ATT_WELL_002,17.8,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
SVN,Slovenia,AI_LIT_001,294.8,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
SVN,Slovenia,AI_LIT_002,523.1,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
SVN,Slovenia,AI_LIT_004,33.1,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
SVN,Slovenia,AI_LIT_005,85.2,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
SVN,Slovenia,META_COG_001,488.1,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
SVN,Slovenia,META_COG_002,73.0,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
SVN,Slovenia,META_COG_003,64.2,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
SVN,Slovenia,DEC_AGY_001,3.97,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
SVN,Slovenia,DEC_AGY_002,0.787,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
SVN,Slovenia,DEC_AGY_003,87.6,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
SVN,Slovenia,DEC_AGY_004,0.754,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
SVN,Slovenia,DEC_AGY_005,0.769,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
SVN,Slovenia,ENAB_001,75.43,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
SVN,Slovenia,ENAB_002,0.786,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
SVN,Slovenia,ENAB_003,90.6,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
SVN,Slovenia,ENAB_004,0.839,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
SVN,Slovenia,ENAB_005,81.3,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
SVN,Slovenia,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
SVN,Slovenia,ATT_WELL_001,6.0,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
SVN,Slovenia,ATT_WELL_002,20.4,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
ESP,Spain,AI_LIT_001,290.2,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
ESP,Spain,AI_LIT_002,520.8,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
ESP,Spain,AI_LIT_004,31.5,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
ESP,Spain,AI_LIT_005,81.0,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
